"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.894660150E3,1.019191504E0,-1.047216773E0,-2.373325109E0
1.894909843E3,1.134973168E0,-1.232578754E0,4.170565009E-1
1.895159535E3,2.499553263E-1,1.761441588E0,2.213377476E0
1.895409228E3,-1.274126582E-2,2.489793062E0,1.043680310E0
1.895658921E3,9.991449714E-1,7.832814455E-1,-7.105324864E-1
1.895908614E3,-2.900253832E-1,-1.268877745E0,-2.484298468E0
1.896158307E3,-8.918420076E-1,6.317143440E-1,-8.495008349E-1
1.896407999E3,-4.768311679E-1,1.504980206E0,2.604726553E0
1.896657692E3,-1.461600661E0,2.305366278E0,1.290493608E0
1.896907385E3,1.481070876E0,5.867843702E-2,-5.111465454E-1
1.897157079E3,1.328454375E0,-1.823850036E0,-2.691166162E0
1.897406771E3,-5.803605318E-1,2.192943990E-1,-5.966675282E-1
1.897656464E3,-7.385414243E-1,4.159311652E-1,2.574241638E0
1.897906157E3,-8.327631354E-1,1.713266492E0,2.373522043E0
1.898155848E3,1.269789577E0,7.199817300E-1,-1.253697038E0
1.898405541E3,1.909594059E0,-1.265262365E0,-2.809056282E0
1.898655234E3,1.614250988E-1,-1.831673861E0,-7.622665763E-1
1.898904926E3,7.598277330E-1,4.906372428E-1,3.571020842E0
1.899154619E3,-5.990163684E-1,3.388170719E0,2.106318951E0
1.899404311E3,6.807251573E-1,-2.573021650E-1,-1.052038312E0
1.899654004E3,1.947521269E-1,-1.183052540E0,-3.481427670E0
1.899903697E3,1.229080632E-1,3.278244436E-1,-8.652290702E-1
1.900153389E3,5.304931104E-2,7.742097974E-1,3.650624752E0
1.900403082E3,-1.127369404E0,2.248378515E0,1.804277420E0
1.900652774E3,8.065330386E-1,-3.728348315E-1,-1.034687400E0
1.900902467E3,8.518783450E-1,-1.249451637E0,-3.424123287E0
1.901152160E3,1.123794541E-1,-2.423565686E-1,-1.008151054E0
1.901401852E3,-1.138734579E0,1.449066043E0,2.842573404E0
1.901651545E3,-9.242604971E-1,1.590590835E0,2.578547478E0
1.901901237E3,1.464230180E0,1.220460236E-1,-1.259078503E0
1.902150929E3,1.176921844E0,1.157753706E0,-4.250936031E0
1.902400621E3,2.863219082E-1,2.031298876E-1,-7.974951863E-1
1.902650313E3,-1.549102306E0,-1.790861249E0,3.942353249E0
1.902900005E3,-1.118974805E0,1.141788006E0,2.015697002E0
1.903149698E3,1.466059446E0,-1.062856391E-1,-1.051175594E0
1.903399390E3,3.260049820E0,-1.005919948E-1,-4.072844505E0
1.903649082E3,2.605163336E0,3.164569139E0,-1.949449301E0
1.903898774E3,-1.098102257E-1,1.720991135E-1,-6.432873607E-1
1.904148466E3,-6.806061268E-1,-4.086282551E-1,-7.353766561E-1
1.904398158E3,-8.157813549E-1,-4.068725407E-1,3.751627803E-1
1.904647850E3,8.575882316E-1,-2.463447571E0,1.875745416E0
1.904897542E3,-8.685485721E-1,-7.718554735E-1,2.448315620E0
1.905147235E3,-1.810999870E0,-6.864230633E-1,4.134614468E0
1.905396926E3,-1.646457672E0,1.806112766E0,6.067335606E-1
1.905646618E3,1.626390457E0,5.617886037E-2,-5.706019402E-1
1.905896310E3,2.162888765E0,-2.137169838E0,-2.195154667E0
1.906146001E3,7.669795156E-1,-1.976866007E0,-2.906127572E-1
1.906395692E3,2.891848981E-1,9.920933247E-1,2.439037561E0
1.906645384E3,-6.168502569E-1,2.814784765E0,2.817555189E0
1.906895076E3,7.296388149E-1,7.406643033E-1,-1.956368327E0
1.907144771E3,7.185149193E-1,-4.949669838E-1,-3.295604229E0
1.907394463E3,2.621609159E-2,-7.636517286E-1,-1.090978831E-1
1.907644155E3,3.252753317E-1,2.191084027E-1,2.772813082E0
1.907893846E3,-7.496786118E-1,2.732270718E0,1.751843572E0
1.908143534E3,1.075005293E0,-9.523892999E-1,-1.989516258E0
1.908393226E3,7.867578864E-1,-1.698731780E0,-3.428049088E0
1.908642918E3,1.523572206E-1,1.925245821E-1,7.638731003E-1
1.908892611E3,-2.320954949E-2,1.449122548E0,1.718003631E0
1.909142303E3,-1.888465762E0,2.354327917E0,2.224073410E0
1.909391995E3,8.698988557E-1,-9.685399532E-1,-2.539452553E0
1.909641687E3,1.144797921E0,-2.584039688E0,-2.339633226E0
1.909891379E3,2.751421034E-1,9.887728095E-1,1.546407700E0
1.910141072E3,-4.993158281E-1,1.795850635E0,1.472740054E0
1.910390764E3,-9.342966080E-1,8.503267765E-1,2.632686377E0
1.910640456E3,6.161348820E-1,-2.351347208E0,-1.956593394E0
1.910890148E3,8.896426857E-2,-1.941149354E0,-1.946825504E0
1.911139840E3,1.664403558E0,5.355523825E-1,1.710480690E0
1.911389531E3,-2.540938556E-1,6.156532764E-1,1.959389091E0
1.911639223E3,-1.179666147E-1,5.056774020E-1,1.706357241E0
1.911888915E3,-4.231952131E-1,-9.236900806E-1,-3.156435728E0
1.912138611E3,5.320358872E-1,-1.522538185E0,-1.868189216E0
1.912388302E3,1.148877621E0,1.346289158E0,1.630248785E0
1.912637994E3,-5.461537838E-1,1.722554445E0,2.180506229E0
1.912887686E3,-9.398102015E-2,3.754501939E-1,1.508664012E0
1.913137373E3,7.518495917E-1,-2.007008791E0,-3.276602507E0
1.913387065E3,2.700928450E-1,-1.629675865E0,-2.063793421E0
1.913636757E3,1.454083323E0,1.130463600E0,1.293516755E0
1.913886448E3,-5.488787293E-1,1.355942369E0,2.373255014E0
1.914136140E3,2.936985195E-1,1.131574035E0,9.360905290E-1
1.914385832E3,-1.719044596E-1,-1.899723172E0,-3.067584276E0
1.914635524E3,8.448588848E-1,-1.578996897E0,-2.230809689E0
1.914885215E3,1.114165187E0,1.073214173E0,1.837125063E0
1.915134908E3,-5.040050149E-1,1.714352369E0,2.236191273E0
1.915384600E3,-1.227470264E-1,2.446888238E-1,7.114668489E-1
1.915634292E3,1.156347543E-1,-2.222145796E0,-3.032008410E0
1.915883983E3,1.408916712E-1,-1.020215750E0,-1.743873119E0
1.916133674E3,1.436968327E0,8.510007262E-1,2.092851639E0
1.916383366E3,-6.673769355E-1,2.032868624E0,1.811993003E0
1.916633058E3,8.035290986E-2,4.463391900E-1,1.072000504E0
1.916882750E3,-2.632025182E-1,-2.748444796E0,-2.450205326E0
1.917132442E3,-7.857859135E-2,-8.625794649E-1,-2.156212091E0
1.917382134E3,2.209207773E0,-3.500895202E-1,2.301260471E0
1.917631826E3,-1.146407723E0,3.084601641E0,1.505272985E0
1.917881518E3,-2.507424057E-1,1.172637343E0,1.192316890E0
1.918131211E3,8.434385061E-2,-1.719913125E0,-2.966294527E0
1.918380903E3,1.652217358E-1,-2.057265997E0,-2.280584335E0
1.918630594E3,4.175161123E-1,1.832873940E0,2.469696045E0
1.918880286E3,-1.544971108E0,1.905804276E0,1.899424434E0
1.919129978E3,1.906464398E-1,2.150712967E0,-2.360624075E-1
1.919379670E3,1.376381993E0,-2.090564251E0,-2.833435297E0
1.919629362E3,1.698625445E0,-3.681840181E0,-1.712212682E0
1.919879054E3,4.769636989E-1,1.144592047E0,2.021670818E0
1.920128746E3,-4.062168002E-1,2.222072840E0,2.157931089E0
1.920378438E3,4.149771929E-1,1.109867692E0,2.465243638E-1
1.920628131E3,1.315623075E-1,5.951775610E-2,-3.048585415E0
1.920877823E3,2.138413906E0,-4.550203323E0,-1.881227136E0
1.921127515E3,9.161322713E-1,2.763041973E0,2.781313658E0
1.921377207E3,-8.628474474E-1,2.898126841E0,1.532289624E0
1.921626899E3,-7.276810706E-2,1.086886287E0,3.316699266E-1
1.921876591E3,7.644808292E-1,-2.034485102E0,-2.306489706E0
1.922126283E3,1.192956924E0,-2.008603811E0,-2.062699080E0
1.922375976E3,1.618619561E0,2.709990442E-1,2.329358101E0
1.922625668E3,-9.285241365E-1,1.669556856E0,1.989742398E0
1.922875360E3,4.485292733E-2,1.391552687E0,-6.105354428E-1
1.923125052E3,5.933288932E-1,-1.695837975E0,-2.717258215E0
1.923374744E3,4.448699355E-1,-2.243044853E0,-1.951971412E0
1.923624437E3,1.363941669E0,9.062991142E-1,2.237958431E0
1.923874129E3,-2.680487633E-1,1.568379283E0,1.799182415E0
1.924123822E3,4.442758858E-1,6.940588355E-1,7.015520930E-1
1.924373514E3,-2.969630063E-1,-9.991763830E-1,-3.444237471E0
1.924623207E3,1.263539433E0,-2.582926273E0,-1.989136457E0
1.924872899E3,1.439860225E0,1.474835157E0,2.699477434E0
1.925122590E3,-1.340224743E0,2.899856806E0,1.713881016E0
1.925372282E3,3.464408517E-1,9.980291128E-1,1.277970523E-1
1.925621975E3,3.162560165E-1,-3.132278681E0,-2.751486301E0
1.925871667E3,1.551616341E-1,-1.893026352E0,-1.869263649E0
1.926121359E3,1.841379404E0,1.590759993E0,2.068313599E0
1.926371051E3,1.266914755E-1,2.471728563E0,2.129567862E0
1.926620743E3,3.203296363E-1,5.261703134E-1,-8.295663446E-2
1.926870435E3,1.148227453E-1,-2.810300589E0,-2.249957085E0
1.927120128E3,-1.016302854E-1,-5.189675689E-1,-2.202230453E0
1.927369820E3,1.545951366E0,9.310981631E-1,1.963591695E0
1.927619512E3,-9.276194572E-1,2.090864420E0,2.438963413E0
1.927869204E3,6.778892875E-1,-1.368125528E-1,-4.382683337E-2
1.928118895E3,7.130972147E-1,-1.841022015E0,-3.185282707E0
1.928368587E3,1.042024493E-1,-2.554913282E0,-1.096373200E0
1.928618279E3,4.150473177E-1,6.101462245E-1,3.008478880E0
1.928867971E3,-9.362435341E-1,1.969330192E0,1.762521505E0
1.929117667E3,7.045232654E-1,-8.818712085E-2,-4.852918535E-2
1.929367359E3,4.455873668E-1,-1.787658691E0,-3.822152853E0
1.929617051E3,1.560761631E-1,-7.160302997E-2,-5.253454447E-1
1.929866743E3,-1.282693148E-1,5.563097000E-1,3.090400696E0
1.930116431E3,-6.057438850E-1,1.827480793E0,2.501643896E0
1.930366123E3,1.573319912E0,-5.429375768E-1,-1.560190439E0
1.930615814E3,-1.084090471E-1,-2.810014009E0,-2.752121449E0
1.930865506E3,9.871622175E-2,3.100924566E-2,-5.865891576E-1
1.931115198E3,7.057381868E-1,2.215272337E-1,2.947594404E0
1.931364890E3,-9.142897278E-2,1.186642647E0,2.530420303E0
1.931614582E3,1.009324193E-1,-1.088257313E0,-1.488147020E0
1.931864273E3,-1.369997501E0,-1.756142855E0,-3.031480789E0
1.932113966E3,-4.906177148E-2,7.107974291E-1,-1.769565791E-1
1.932363658E3,4.350042902E-3,3.057445049E0,3.180074215E0
1.932613350E3,-3.102404177E-1,2.198158979E0,2.177145243E0
1.932863041E3,6.651732326E-1,-1.809938788E0,-2.860170841E0
1.933112732E3,-9.468216300E-1,-9.485976696E-1,-3.179299116E0
1.933362424E3,-1.033589125E0,7.200288177E-1,7.668631077E-1
1.933612116E3,-1.957702756E0,2.272953987E0,1.948520780E0
1.933861807E3,-6.775385141E-1,2.877769470E0,2.089356661E0
1.934111499E3,3.584283113E0,-3.183180094E-2,-1.007497787E0
1.934361191E3,1.989336491E0,-4.262571037E-1,-1.247525215E0
1.934610882E3,-1.317728162E0,1.321269989E0,-5.335407853E-1
1.934860574E3,-2.969659090E0,9.560976624E-1,1.109255552E0
1.935110265E3,-8.950284719E-1,-2.756202519E-1,2.023892879E0
1.935359957E3,2.216160774E0,-1.570124269E0,-2.423284531E0
1.935609648E3,1.181663871E0,-1.651571751E0,-2.112214088E0
1.935859340E3,-3.170239925E-1,9.943631291E-1,9.506109357E-1
1.936109031E3,-6.675851345E-1,8.258486986E-1,1.848853111E0
1.936358722E3,-4.901964366E-1,9.293923974E-1,2.098284960E0
1.936608414E3,6.358000636E-1,-1.774283051E0,-3.329559088E0
1.936858105E3,2.910092771E-1,-6.761583090E-1,-2.181107044E0
1.937107797E3,-6.636605859E-1,1.451263309E0,1.747442484E0
1.937357488E3,-7.974807620E-1,1.158436894E0,1.457633018E0
1.937607179E3,-8.145651817E-1,7.244935036E-1,2.064366579E0
1.937856870E3,5.787138939E-1,-2.865083456E0,-2.669087887E0
1.938106563E3,6.528267860E-1,-1.666187406E0,-2.260140657E0
1.938356254E3,2.072218806E-1,9.512301087E-1,2.137744188E0
1.938605945E3,-1.438648701E0,2.364826679E0,1.542680979E0
1.938855636E3,-3.205556571E-1,3.933444321E-1,9.442009926E-1
1.939105327E3,7.872481942E-1,-2.837805510E0,-2.540387630E0
1.939355018E3,9.209241271E-1,-8.475592136E-1,-1.745715022E0
1.939604709E3,-3.988715261E-2,1.324243307E0,2.233227968E0
1.939854400E3,-1.699243069E0,1.484397292E0,1.739077091E0
1.940104091E3,-8.470980823E-2,4.386352003E-1,-5.127807260E-1
1.940353783E3,1.041674614E0,-2.284272194E0,-2.404210567E0
1.940603474E3,4.298272431E-1,-2.843097448E-1,-1.464643478E0
1.940853165E3,2.042237669E-1,3.264917806E-2,2.207869291E0
1.941102857E3,-1.130002022E0,7.827573419E-1,2.127063990E0
1.941352548E3,4.371843860E-2,4.131391644E-1,-8.818571568E-1
1.941602239E3,-1.960311234E-1,-2.200983286E0,-2.732122898E0
1.941851931E3,2.074248493E-1,-1.032307073E-1,-1.774550319E0
1.942101621E3,4.236190021E-1,6.633093953E-1,2.814383507E0
1.942351312E3,4.506360590E-1,2.203747988E0,2.423904657E0
1.942601003E3,1.112262346E-2,1.503547877E-1,-1.276115060E0
1.942850694E3,-2.712615132E-1,-1.285400629E0,-3.351139307E0
1.943100386E3,-1.304203421E-1,6.080699563E-1,-1.121687770E0
1.943350076E3,1.884243637E-1,-1.309327483E-1,3.388918161E0
1.943599767E3,-2.539021671E-1,1.224701405E0,1.831016898E0
1.943849458E3,1.643283665E-1,-1.239010319E-1,-2.000739336E0
1.944099149E3,9.659603238E-2,-1.774327874E0,-2.601008177E0
1.944348840E3,-3.676513433E-1,6.259527206E-1,2.343717068E-1
1.944598531E3,9.170928597E-1,9.087113738E-1,2.559353828E0
1.944848222E3,-3.465103805E-1,2.034146547E0,1.718246937E0
1.945097913E3,1.281795949E-1,-8.205681443E-1,-2.131742954E0
1.945347604E3,-8.106997609E-1,-7.921366692E-1,-3.216834784E0
1.945597295E3,-3.840348721E-1,1.145563126E0,3.656170368E-1
1.945846986E3,-4.268685877E-1,1.540132642E0,2.269167900E0
1.946096677E3,-8.396102190E-1,2.925268650E0,2.250674009E0
1.946346368E3,1.135585427E0,-9.659433365E-1,-2.718369246E0
1.946596059E3,-5.906221867E-1,-1.263580084E0,-2.264137506E0
1.946845750E3,8.852049112E-1,3.760622740E-1,1.150436878E0
1.947095441E3,-7.535544038E-1,1.216138124E0,2.479562283E0
1.947345131E3,-2.511886656E-1,7.303283811E-1,1.391576290E0
1.947594822E3,7.438725829E-1,-2.848919153E0,-2.117293596E0
1.947844513E3,2.633556426E-1,-1.715072870E0,-2.153095245E0
1.948094204E3,8.657963276E-1,1.343216181E0,2.151370287E0
1.948343895E3,-6.604248285E-1,1.580650687E0,2.207103014E0
1.948593585E3,-2.255645953E-2,-1.953162998E-1,6.046521068E-1
1.948843276E3,1.016295910E0,-2.631170034E0,-2.583138227E0
1.949092967E3,9.355060756E-3,-8.691883087E-1,-2.108810902E0
1.949342658E3,7.218982577E-1,3.468007445E-1,3.044852257E0
1.949592348E3,-7.763459086E-1,1.711053133E0,1.950845599E0
1.949842039E3,8.905055523E-1,-8.041515946E-2,-1.672885418E-1
1.950091731E3,-4.654873163E-2,-3.297116041E0,-2.622209787E0
1.950341421E3,-4.307078719E-1,-5.052364469E-1,-1.635092497E0
1.950591112E3,9.688867629E-2,2.686506271E0,1.548151493E0
1.950840803E3,-2.580358982E0,2.435329676E0,2.170148849E0
1.951090492E3,1.392735481E0,7.061331719E-2,-7.269775271E-1
1.951340183E3,9.945320487E-1,-1.718921900E0,-3.636777639E0
1.951589873E3,-1.416576952E-1,1.275632679E-1,-5.133351684E-1
1.951839564E3,-9.485728145E-1,3.362505883E-2,2.864698172E0
1.952089254E3,-1.337419033E0,7.582267523E-1,1.815814018E0
1.952338944E3,1.131192684E0,-1.235554665E-1,-1.736462116E-1
1.952588635E3,8.361579776E-1,-8.116261959E-1,-3.248166561E0
1.952838325E3,6.386829019E-1,1.236439705E0,-9.159923196E-1
1.953088015E3,-2.046557188E0,-9.888117909E-1,2.685911179E0
1.953337706E3,-8.325165510E-1,6.950043440E-1,2.315822601E0
1.953587396E3,1.349818707E0,-1.022705957E-1,-7.369379997E-1
1.953837086E3,1.649828672E0,1.627779901E-1,-2.987736464E0
1.954086777E3,4.859989136E-2,1.279300451E0,-7.435794473E-1
1.954336467E3,-1.441594124E0,-1.584069610E0,2.679488420E0
1.954586157E3,-1.094015479E0,8.967663050E-1,1.150462389E0
1.954835847E3,5.108551979E-1,-2.202430964E-1,-1.160211787E-1
1.955085538E3,2.344069242E0,2.700465620E-1,-3.216532707E0
1.955335228E3,1.816588402E0,1.591651917E0,-1.000465870E0
1.955584918E3,-2.797061682E0,2.744800746E-1,4.890271723E-1
1.955834608E3,-2.712517262E0,7.141712904E-1,-2.781828307E-2
1.956084298E3,-4.205618501E-1,2.722702622E-1,3.865882158E-1
1.956333988E3,1.878122211E0,-1.154681563E0,-1.375947595E0
1.956583678E3,1.774740696E0,6.033281684E-1,-1.437447309E0
1.956833369E3,-2.763819218E0,-5.025576949E-1,1.446277261E0
1.957083060E3,-1.566226006E0,6.831654906E-1,7.762070298E-1
1.957332750E3,-1.266453415E-1,1.359981000E-1,2.081020474E-1
1.957582440E3,1.594498158E0,-2.252845526E0,-1.559314013E0
1.957832130E3,1.453118563E0,-2.278541088E0,-1.437002420E0
1.958081820E3,-7.866555452E-1,2.336763620E0,1.891871452E0
1.958331510E3,-1.125133634E0,2.681872807E-2,1.705470443E0
1.958581200E3,-1.118360758E0,1.016301364E-1,6.184784174E-1
1.958830890E3,9.710593224E-1,-2.611039400E0,-1.831371427E0
1.959080580E3,3.106011748E-1,-1.225236297E0,-2.022934914E0
1.959330270E3,1.911976635E-1,1.039337039E0,1.976304889E0
1.959579960E3,3.512728512E-1,1.490590334E0,1.956707835E0
1.959829650E3,-5.803552270E-1,1.033405423E0,9.315420985E-1
1.960079340E3,-5.915371701E-2,-1.722333908E0,-2.777185202E0
1.960329030E3,4.982004762E-1,-1.209136009E0,-1.303064227E0
1.960578720E3,3.217068315E-1,3.016326904E0,1.259906054E0
1.960828410E3,-7.145312428E-1,1.037537456E0,1.210700870E0
1.961078099E3,-1.241346121E0,7.117121220E-1,1.498015165E0
1.961327789E3,3.541362882E-1,-1.460339427E0,-2.308482409E0
1.961577479E3,2.099763751E-1,-1.139785886E0,-1.846519232E0
1.961827169E3,6.421390772E-1,1.566350102E0,1.484966278E0
1.962076859E3,-9.937000275E-1,8.274473548E-1,1.301852226E0
1.962326549E3,-1.062252045E0,2.819093704E0,1.000476480E0
1.962576239E3,9.900782704E-1,-2.443350315E0,-2.006610394E0
1.962825929E3,1.416698456E0,-2.698445320E0,-1.073326468E0
1.963075619E3,-3.689217567E-1,1.777677536E0,9.257942438E-1
1.963325308E3,-5.517368317E-1,1.487585306E0,1.963903546E0
1.963574998E3,-8.286347389E-1,8.073044419E-1,8.598327041E-1
1.963824688E3,-6.165050268E-1,-1.470880508E0,-2.845469236E0
1.964074378E3,8.776298165E-1,-1.593069553E0,-1.891746521E0
1.964324068E3,6.337897182E-1,1.515137196E0,2.703053236E0
1.964573758E3,2.712250650E-1,1.348089576E0,1.964736223E0
1.964823447E3,-2.186946869E-1,1.522964001E0,4.524170458E-1
1.965073138E3,-8.154577762E-2,-2.702170849E0,-2.627274752E0
1.965322828E3,6.077610850E-1,-2.411523104E0,-2.026252031E0
1.965572518E3,7.669973373E-1,7.661255598E-1,2.825619936E0
1.965822208E3,-2.434478328E-2,2.259284973E0,1.458820343E0
1.966071897E3,1.230474636E-1,6.594941020E-2,7.835766077E-1
1.966321587E3,8.329059929E-3,-2.703004599E0,-2.719594002E0
1.966571277E3,1.865138561E-1,-2.088335752E0,-1.797390461E0
1.966820966E3,-2.242175639E-1,4.985779285E0,2.043095589E0
1.967070655E3,-8.650211692E-1,2.684971333E0,1.026420236E0
1.967320345E3,-9.110563993E-1,9.769372344E-1,-2.870275974E-1
1.967570034E3,1.963417292E0,-2.182049751E0,-2.417859793E0
1.967819724E3,7.169052958E-1,-2.875224829E0,-1.725625157E0
1.968069414E3,1.931054592E-1,1.620252252E0,2.542283058E0
1.968319103E3,-1.015367627E0,2.642266273E0,1.385598898E0
1.968568793E3,7.201699615E-1,-6.084905937E-3,3.005098701E-1
1.968818483E3,1.298421264E0,-2.823585510E0,-2.754701614E0
1.969068172E3,4.746976793E-1,-2.278715611E0,-1.261847258E0
1.969317863E3,-1.021552905E-1,4.104230881E0,2.048329830E0
1.969567552E3,-1.803241611E0,1.968312502E0,1.196110249E0
1.969817242E3,3.020929396E-1,-1.338487744E0,5.865980983E-1
1.970066932E3,8.308151364E-1,-2.372759819E0,-2.769840479E0
1.970316621E3,2.322971821E-2,-1.754935026E0,-1.458576560E0
1.970566311E3,2.316485196E-1,1.272866607E0,2.043925762E0
1.970816000E3,-1.544326901E0,1.222015619E0,1.608143687E0
1.971065690E3,-1.051287949E-1,-4.384072125E-1,-1.885164976E-1
1.971315378E3,6.696392298E-1,-2.521911383E0,-2.732057810E0
1.971565067E3,2.288237363E-1,-1.148810387E0,-1.824932218E0
1.971814757E3,1.908753395E0,-1.218008161E0,3.570535660E0
1.972064446E3,2.086929679E-1,1.406005621E0,1.458398700E0
1.972314136E3,-2.138407975E-1,-5.469950438E-1,8.383799344E-2
1.972563825E3,-1.108778954E0,-2.077355385E0,-2.993808746E0
1.972813514E3,-2.532514930E-2,-1.021887302E0,-1.267540216E0
1.973063203E3,1.831372023E0,5.482642651E-1,2.388538837E0
1.973312896E3,1.327323616E-1,2.409734249E0,1.443871498E0
1.973562585E3,5.582772493E-1,-9.804533124E-1,5.861678161E-3
1.973812275E3,-1.202752471E0,-2.556132078E0,-2.546521187E0
1.974061963E3,-6.187868118E-1,-8.795638569E-3,-1.836121321E0
1.974311649E3,1.470371485E0,6.584674120E-1,2.350178003E0
1.974561339E3,-1.316880137E-1,2.852545977E0,2.245071411E0
1.974811028E3,8.570363522E-1,-1.185062170E0,9.587414563E-2
1.975060717E3,-1.466450095E-1,-1.615322232E0,-3.321613073E0
1.975310407E3,2.990530245E-2,-5.034103394E-1,-9.562867880E-1
1.975560095E3,8.113899827E-1,9.350898266E-1,3.037233114E0
1.975809784E3,-8.504468799E-1,2.501184225E0,8.179348707E-1
1.976059474E3,4.770986438E-1,-1.463120461E0,-5.395042300E-1
1.976309162E3,-3.226063848E-1,-1.457212329E0,-2.998692751E0
1.976558851E3,7.383890450E-2,-5.835083723E-1,-3.306688070E-1
1.976808540E3,5.941731930E-1,9.697661996E-1,2.482894421E0
1.977058229E3,5.565484762E-1,6.100609303E-1,2.020119429E0
1.977307919E3,6.686244607E-1,-8.889314532E-1,1.238961518E-1
1.977557608E3,-1.085881710E0,-1.803007126E0,-2.822159529E0
1.977807297E3,-5.593762398E-1,5.508707464E-2,-1.462580562E0
1.978056987E3,8.100762963E-1,6.408171654E-1,2.838206291E0
1.978306676E3,-5.065830946E-1,2.260635853E0,1.589612007E0
1.978556366E3,4.797557592E-1,-6.032723188E-1,-7.124025226E-1
1.978806055E3,1.669983417E-1,-1.351945758E0,-3.184828758E0
1.979055745E3,-4.927167892E-1,-4.840046465E-1,-8.580756783E-1
1.979305434E3,1.462277293E0,7.196903825E-1,2.891637802E0
1.979555124E3,5.517305732E-1,2.136862755E0,1.712238669E0
1.979804814E3,4.208526611E-1,-1.636413336E0,4.719159901E-1
1.980054503E3,-2.222923279E0,-2.376605749E0,-3.411916256E0
1.980304194E3,-6.833309531E-1,4.725846052E-1,-1.274750829E0
1.980553884E3,1.341433048E0,1.620945215E0,3.035504103E0
1.980803574E3,5.022991300E-1,2.174380302E0,2.072627783E0
1.981053264E3,3.147293031E-1,-1.494222164E0,-1.233732626E-1
1.981302953E3,-1.174299359E0,-2.715817213E0,-3.110818386E0
1.981552642E3,-3.453252017E-1,-8.508206904E-2,-1.089330792E0
1.981802332E3,7.604179382E-1,2.652566195E0,3.125781059E0
1.982052022E3,-4.562099576E-1,2.196646452E0,1.606930733E0
1.982301712E3,1.073669910E0,6.267820001E-1,-1.029075146E0
1.982551402E3,3.761636913E-1,-1.524731517E0,-2.784049988E0
1.982801092E3,4.308018386E-1,-1.800539732E0,-1.775214672E0
1.983050782E3,-7.340598106E-1,5.796813965E-1,3.159780979E0
1.983300473E3,-1.080107212E0,2.469103575E0,9.953517318E-1
1.983550163E3,1.066154599E0,5.746305585E-1,7.738177776E-1
1.983799853E3,4.654934406E-1,-2.526829481E0,-2.320306540E0
1.984049543E3,5.242497325E-1,-8.319066167E-1,-2.111653566E0
1.984299232E3,1.214795351E0,-7.754679322E-1,3.569329500E0
1.984548923E3,-4.117222130E-1,2.656318903E0,1.391083717E0
1.984798612E3,5.495884418E-1,-1.206586719E0,-5.763438344E-1
1.985048303E3,1.205914378E0,-1.311136484E0,-2.053442955E0
1.985297997E3,1.238835752E-1,-2.181181461E-1,-1.957771897E0
1.985547687E3,-9.355244637E-1,9.948341250E-1,2.848624229E0
1.985797377E3,1.506012231E-1,2.346042633E0,1.720413923E0
1.986047067E3,1.364632487E0,7.410957217E-1,-7.495230436E-1
1.986296757E3,8.493368626E-1,-3.602579117E0,-2.470809460E0
1.986546447E3,-1.937174946E-1,-2.090398967E-1,-1.171959639E0
1.986796137E3,-8.443644047E-1,2.645366430E0,3.583113670E0
1.987045827E3,-2.279002070E-1,2.331438780E0,1.614320397E0
1.987295516E3,9.894999266E-1,9.038535357E-1,-4.375456870E-1
1.987545206E3,-7.424864769E-1,-3.599713087E0,-2.784018755E0
1.987794896E3,-6.261854172E-1,2.244208157E-1,-1.304095030E0
1.988044587E3,-1.957269758E-1,3.772919178E0,3.647356033E0
1.988294274E3,-1.675373912E0,3.544196129E0,2.684390247E-1
1.988543964E3,7.987060547E-1,8.758858442E-1,-3.676978648E-1
1.988793654E3,1.456489921E0,-4.058219433E0,-2.756372929E0
1.989043344E3,3.152724504E-1,-1.284253359E0,-1.524196863E0
1.989293034E3,-3.036572933E-1,2.505246162E0,4.302441597E0
1.989542724E3,-1.376261592E0,3.224780560E0,6.638977528E-1
1.989792415E3,6.321780682E-1,-1.267565489E0,-1.557944864E-1
1.990042105E3,6.381256580E-1,-3.041409731E0,-2.527769804E0
1.990291795E3,5.669250339E-2,-1.454434156E0,-1.902143359E0
1.990541485E3,1.883874647E-4,1.795875669E0,3.778129101E0
1.990791175E3,-2.542687356E-1,2.368119955E0,1.453812718E0
1.991040865E3,7.091971040E-1,-4.638845026E-1,-3.881388605E-1
1.991290556E3,1.278821751E-2,-3.889266968E0,-2.244532347E0
1.991540246E3,-2.650910318E-1,-2.510315776E-1,-1.200653195E0
1.991789936E3,3.783701062E-1,9.422194362E-1,2.486903191E0
1.992039626E3,-3.361161351E-1,2.312883854E0,1.668508887E0
1.992289316E3,3.139006495E-1,-4.596045315E-1,-7.387520671E-1
1.992539006E3,9.386333078E-2,-2.744223356E0,-2.526014328E0
1.992788696E3,-4.089499414E-1,-6.098033190E-1,-1.462796688E0
1.993038386E3,-3.762059808E-1,1.112614036E0,2.579318285E0
1.993288077E3,-7.344890237E-1,2.335906506E0,1.521983385E0
1.993537766E3,5.387165546E-1,-5.419595242E-1,-8.620229363E-1
1.993787456E3,3.594255149E-1,-2.573826551E0,-2.581359386E0
1.994037146E3,-7.328243256E-1,4.101632535E-1,-1.348176360E0
1.994286836E3,-1.278516650E0,-6.596333385E-1,2.343602896E0
1.994536526E3,-6.474920511E-1,1.287121773E0,1.602636576E0
