Time;x;y;z
8.139517054E1;3.109813690E1;-7.512593842E1;-2.101208496E1
8.164486067E1;3.143831635E1;-7.498856354E1;-2.065710449E1
8.189455167E1;3.113701248E1;-7.527391052E1;-2.072100830E1
8.214424167E1;3.141844177E1;-7.496118927E1;-2.098934937E1
8.239393167E1;3.136355209E1;-7.483599854E1;-2.074542236E1
8.264362312E1;3.119606018E1;-7.516216278E1;-2.123269653E1
8.289331313E1;3.124911499E1;-7.555909729E1;-2.031591797E1
8.314300312E1;3.111362839E1;-7.521896362E1;-2.125622559E1
8.339269312E1;3.120322418E1;-7.528416443E1;-2.035287476E1
8.364238367E1;3.133473587E1;-7.498273468E1;-2.085140991E1
8.389207367E1;3.141613007E1;-7.534443665E1;-2.087634277E1
8.414176467E1;3.168470764E1;-7.507985687E1;-2.151852417E1
8.439145467E1;3.097085953E1;-7.535888672E1;-2.107086182E1
8.464114542E1;3.095707703E1;-7.559572601E1;-2.093157959E1
8.489083642E1;3.096427155E1;-7.526081848E1;-2.062500000E1
8.514052642E1;3.137737656E1;-7.528932953E1;-2.043347168E1
8.539021642E1;3.134970093E1;-7.527140808E1;-2.103598022E1
8.563990654E1;3.112863922E1;-7.522821808E1;-2.109530640E1
8.588959654E1;3.131056595E1;-7.546340179E1;-2.117990112E1
8.613928654E1;3.124731445E1;-7.513162994E1;-2.029724121E1
8.638897754E1;3.115786743E1;-7.533435059E1;-2.064944458E1
8.663866813E1;3.108764267E1;-7.548104858E1;-2.041574097E1
8.688835812E1;3.154340363E1;-7.537008667E1;-2.105090332E1
8.713804912E1;3.105982208E1;-7.527926636E1;-2.047106934E1
8.738773912E1;3.118123627E1;-7.536062622E1;-2.080215454E1
8.763743017E1;3.111304092E1;-7.518301392E1;-2.069131470E1
8.788712017E1;3.125805283E1;-7.516664886E1;-2.086148071E1
8.813681017E1;3.121091843E1;-7.556544495E1;-2.062088013E1
8.838650117E1;3.106090164E1;-7.519822693E1;-2.076406860E1
8.863619029E1;3.104144287E1;-7.521048737E1;-2.034970093E1
8.888588129E1;3.147113419E1;-7.519436646E1;-2.085162354E1
8.913557129E1;3.119184113E1;-7.504131317E1;-2.039880371E1
8.938526229E1;3.109459305E1;-7.486962891E1;-2.070428467E1
8.963495275E1;3.144351196E1;-7.521266174E1;-2.102377319E1
8.988464275E1;3.140486908E1;-7.497891998E1;-2.087457275E1
9.013433375E1;3.117712402E1;-7.538540649E1;-2.097515869E1
9.038402375E1;3.104460526E1;-7.503603363E1;-2.103585815E1
9.063371525E1;3.111643982E1;-7.549295044E1;-2.082461548E1
9.088340525E1;3.133880997E1;-7.535931396E1;-2.081304932E1
9.113309625E1;3.115888977E1;-7.504843140E1;-2.050567627E1
9.138278625E1;3.114386368E1;-7.528372955E1;-2.073934937E1
9.163247717E1;3.152815628E1;-7.514157867E1;-2.038845825E1
9.188216717E1;3.130131149E1;-7.524868774E1;-2.130349731E1
9.213185817E1;3.122600555E1;-7.539164734E1;-2.069747925E1
9.238154817E1;3.108324814E1;-7.522023010E1;-2.053106689E1
9.263123954E1;3.149494934E1;-7.520422363E1;-2.069564819E1
9.288092954E1;3.127354431E1;-7.519001770E1;-2.083569336E1
9.313062054E1;3.151782990E1;-7.526898956E1;-2.064208984E1
9.338031054E1;3.132826996E1;-7.493291473E1;-2.051327515E1
9.363000125E1;3.110829163E1;-7.533030701E1;-2.071951294E1
9.387969125E1;3.129578018E1;-7.537127686E1;-2.054400635E1
9.412938225E1;3.097425842E1;-7.531208801E1;-2.089074707E1
9.437907225E1;3.104745102E1;-7.548188782E1;-2.095599365E1
9.462876312E1;3.104185104E1;-7.575601196E1;-2.099792480E1
9.487845313E1;3.167490387E1;-7.528593445E1;-2.087838745E1
9.512814412E1;3.114508057E1;-7.532839966E1;-2.123782349E1
9.537783412E1;3.141851807E1;-7.557334900E1;-2.095181274E1
9.562752529E1;3.101503754E1;-7.535763550E1;-2.056036377E1
9.587721529E1;3.123521042E1;-7.492758179E1;-2.037738037E1
9.612690629E1;3.144434738E1;-7.495092773E1;-2.085345459E1
9.637659729E1;3.115554047E1;-7.506307983E1;-2.060968018E1
9.662628650E1;3.092153549E1;-7.540953064E1;-2.081375122E1
9.687597750E1;3.128947830E1;-7.524214172E1;-2.067413330E1
9.712566750E1;3.139218903E1;-7.550988770E1;-2.061016846E1
9.737535850E1;3.148030853E1;-7.504179382E1;-2.107507324E1
9.762504862E1;3.139361572E1;-7.529823303E1;-2.062905884E1
9.787473963E1;3.148268509E1;-7.540287781E1;-2.127102661E1
9.812443063E1;3.141708755E1;-7.505046082E1;-2.067578125E1
9.837412062E1;3.165209579E1;-7.540846252E1;-2.067059326E1
9.862381212E1;3.188986969E1;-7.505053711E1;-2.075128174E1
9.887350213E1;3.167875290E1;-7.511779785E1;-2.117553711E1
9.912319313E1;3.154848480E1;-7.537790680E1;-2.097900391E1
9.937288412E1;3.119976807E1;-7.527827454E1;-2.094143677E1
9.962257417E1;3.200961685E1;-7.530186462E1;-2.094747925E1
9.987226517E1;3.152222061E1;-7.518536377E1;-2.130130005E1
1.001219562E2;3.175020599E1;-7.538897705E1;-2.111608887E1
1.003716462E2;3.172080612E1;-7.526443481E1;-2.117770386E1
1.006213365E2;3.140082169E1;-7.512434387E1;-2.112600708E1
1.008710265E2;3.143991470E1;-7.547614288E1;-2.103021240E1
1.011207175E2;3.165920258E1;-7.519921875E1;-2.103717041E1
1.013704085E2;3.136922836E1;-7.528399658E1;-2.115859985E1
1.016200989E2;3.123405075E1;-7.541653442E1;-2.134201050E1
1.018697899E2;3.154175186E1;-7.505661011E1;-2.156924438E1
1.021194809E2;3.159675598E1;-7.496366882E1;-2.120181274E1
1.023691719E2;3.149710464E1;-7.545738983E1;-2.083416748E1
