Time,x
3.029105283E3,1.015281677E3
3.030145094E3,1.015279694E3
3.031183621E3,1.015279388E3
3.032222028E3,1.015278854E3
3.033260800E3,1.015276947E3
3.034299176E3,1.015276794E3
3.035336757E3,1.015275650E3
3.036374687E3,1.015275345E3
3.037412859E3,1.015275345E3
3.038451514E3,1.015275269E3
3.039489642E3,1.015272522E3
3.040528901E3,1.015270233E3
3.041566928E3,1.015270233E3
3.042604716E3,1.015270538E3
3.043642964E3,1.015270920E3
3.044681185E3,1.015273590E3
3.045719413E3,1.015273590E3
3.046756847E3,1.015265808E3
3.047795231E3,1.015256577E3
3.048834743E3,1.015253448E3
3.049873422E3,1.015246582E3
3.050912283E3,1.015240936E3
3.051950269E3,1.015240936E3
3.052989118E3,1.015240936E3
3.054027813E3,1.015242233E3
3.055065274E3,1.015242233E3
3.056103801E3,1.015243378E3
3.057142886E3,1.015247345E3
3.058181291E3,1.015249634E3
3.059219777E3,1.015251846E3
3.060258520E3,1.015251846E3
3.061296313E3,1.015251846E3
3.062334483E3,1.015252228E3
3.063373656E3,1.015252609E3
3.064413359E3,1.015253067E3
3.065451831E3,1.015256119E3
3.066490789E3,1.015257874E3
3.067528710E3,1.015258026E3
3.068566846E3,1.015258026E3
3.069605555E3,1.015257339E3
3.070644663E3,1.015256882E3
3.071683143E3,1.015255814E3
3.072722337E3,1.015254822E3
3.073760984E3,1.015254822E3
3.074799157E3,1.015255051E3
3.075838591E3,1.015255280E3
3.076878894E3,1.015255051E3
3.077917486E3,1.015254669E3
3.078956809E3,1.015254059E3
3.079995296E3,1.015250702E3
3.081034891E3,1.015247726E3
3.082073854E3,1.015247040E3
3.083112958E3,1.015247040E3
3.084151131E3,1.015247726E3
3.085191671E3,1.015248871E3
3.086230962E3,1.015249405E3
3.087270986E3,1.015249405E3
3.088309693E3,1.015248108E3
3.089349107E3,1.015248032E3
3.090387632E3,1.015248108E3
3.091426509E3,1.015249100E3
3.092464975E3,1.015250702E3
3.093503841E3,1.015250931E3
3.094541210E3,1.015251236E3
3.095580695E3,1.015251236E3
3.096619079E3,1.015235443E3
3.097656658E3,1.015222168E3
3.098695004E3,1.015203857E3
3.099733471E3,1.015182343E3
3.100771822E3,1.015164337E3
3.101809644E3,1.015158997E3
3.102847017E3,1.015155258E3
3.103885666E3,1.015154572E3
3.104923736E3,1.015153580E3
3.105962265E3,1.015153580E3
3.107000330E3,1.015152969E3
3.108039096E3,1.015152588E3
3.109078964E3,1.015145569E3
3.110117223E3,1.015145569E3
3.111156944E3,1.015146179E3
3.112195162E3,1.015147018E3
3.113234363E3,1.015147018E3
3.114273707E3,1.015154572E3
3.115311650E3,1.015154572E3
3.116350787E3,1.015154572E3
3.117389834E3,1.015156174E3
3.118428333E3,1.015156784E3
3.119467167E3,1.015156403E3
