Time;x;y;z
1.463404502E2;5.758375397E0;-8.084238739E0;3.590583344E0
1.467438622E2;3.394191742E0;-1.065604065E1;1.009051666E0
1.471472419E2;3.139571228E0;-9.299112396E0;2.261796570E-1
1.475506239E2;2.054178314E0;-8.986113281E0;9.690847778E-1
1.479539875E2;1.408421173E0;-7.198979645E0;1.833986206E0
1.483573385E2;4.986879730E0;-8.949140167E0;2.063009949E0
1.487607505E2;4.189487915E0;-1.239766891E1;-4.966671753E-1
1.491641760E2;3.692371674E0;-9.217532043E0;1.494641876E0
1.495675880E2;3.537443848E0;-1.044752426E1;3.282973022E0
1.499709795E2;2.480491791E0;-6.544690247E0;9.145980835E-1
1.503743915E2;3.658991089E0;-9.114546204E0;1.958078156E0
1.507777735E2;3.837719421E0;-1.190908493E1;9.970765686E-1
1.511811474E2;3.607049103E0;-9.528136139E0;2.319277039E0
1.515845894E2;3.582200775E0;-1.021191422E1;3.353177032E0
1.519879789E2;1.068627777E0;-6.721921692E0;1.598675537E0
1.523913599E2;5.015021210E0;-9.086105347E0;2.013762360E0
1.527947719E2;5.380561066E0;-1.094299393E1;4.734654236E-1
1.531981661E2;4.543202362E0;-9.582024078E0;-1.258882141E-1
1.536015781E2;3.191213837E0;-7.862250366E0;1.069525909E0
1.540049817E2;3.123404846E0;-1.001836670E1;4.424798584E-1
1.544083627E2;4.430337067E0;-7.670798492E0;3.182382202E0
1.548117447E2;3.780987396E0;-1.070289322E1;9.602531433E-1
1.552150927E2;1.624421997E0;-7.722590790E0;-3.508703613E-1
1.556185047E2;2.432441711E-1;-6.535409546E0;1.891167297E0
1.560219291E2;2.555785217E0;-1.311692322E1;2.950364685E-1
1.564253101E2;6.278094635E0;-1.072534653E1;1.727108459E0
1.568287221E2;6.025120697E0;-9.241482239E0;2.993774414E-1
1.572320872E2;1.569186859E0;-6.994654541E0;2.880010986E-1
1.576354692E2;1.387764130E0;-5.007836151E0;1.381626892E0
1.580389255E2;3.942202148E0;-1.369397324E1;8.002359009E-1
1.584423065E2;7.664062500E0;-1.040097107E1;1.929936676E0
1.588457185E2;7.527696075E0;-8.784332886E0;1.667532349E-1
1.592490737E2;1.789678345E0;-7.755971375E0;-1.282832336E-1
1.596524237E2;3.103047180E-1;-6.046526184E0;1.936972046E0
1.600558136E2;4.188739471E0;-1.355775650E1;5.837860107E-3
1.604591336E2;5.862708435E0;-1.076860657E1;1.842518463E0
1.608624536E2;5.361400909E0;-8.579409027E0;7.611671448E-1
1.612658290E2;1.904339905E0;-6.963519287E0;1.288819885E-1
1.616691800E2;5.254074097E-1;-6.772666168E0;2.583627319E0
1.620725705E2;4.056863708E0;-1.219244568E1;2.833607483E-1
1.624759825E2;5.916746063E0;-1.043689636E1;3.458108826E0
1.628793335E2;5.306914215E0;-1.125973526E1;8.146060181E-1
1.632827180E2;2.523602142E0;-8.671916656E0;-4.843927002E-1
1.636860990E2;3.697760468E0;-6.434968414E0;6.652166748E-1
1.640895218E2;1.969155121E0;-8.033793640E0;1.238674164E0
